Id,Reputation,DaysExisted,Views,UpVotes,DownVotes,QuestionViews,QuestionVotes,Questions,Answers,AcceptedAnswers,GoldBadges,SilverBadges,BronzeBadges
"65173","4499","2267","838","543","146","372","5","1","171","34","1","14","29"
"247238","4486","452","674","32","4","11467","96","67","205","57","2","5","29"
"138746","4478","1521","1158","261","351","12515","13","6","165","38","4","18","36"
"11547","4475","3092","1411","169","14","5098","40","14","104","27","0","13","29"
"724","4461","3719","461","190","22","106456","248","10","18","3","4","21","28"
"44176","4458","2497","1600","912","3","13367","107","10","148","28","0","19","34"
"701","4430","3721","841","409","102","23217","23","1","97","43","1","17","29"
"73010","4428","2187","662","556","155","66659","207","17","70","22","4","24","41"
"102243","4421","1870","463","172","20","34054","258","113","51","15","1","9","36"
"11484","4395","3095","1455","232","233","3317","24","2","81","27","0","19","33"
"4435","4393","3501","1340","104","1","98787","357","124","41","1","2","26","40"
"142085","4376","1484","1291","1636","33","285","3","1","65","17","4","22","35"
"106205","4373","1829","822","168","10","11600","30","33","301","30","0","9","21"
"11361","4368","3100","3062","155","0","164029","184","31","12","6","4","29","52"
"493","4361","3736","117","15","0","42202","425","1","0","0","3","13","6"
"140002","4347","1508","994","50","27","4275","17","8","269","48","1","11","24"
"1469","4341","3672","1767","567","84","3548","40","3","39","22","1","26","28"
"22307","4333","2879","534","24","0","77493","381","160","4","0","1","14","28"
"5902","4327","3390","173","0","0","288","14","3","42","24","0","19","18"
"78","4320","3750","351","62","8","9842","73","8","56","9","0","18","34"
"136463","4319","1543","359","225","48","1179","27","3","61","25","1","15","31"
"3887","4285","3535","919","223","25","75985","145","21","67","23","2","21","32"
"55225","4285","2404","385","460","97","88","0","1","128","43","0","13","28"
"1637","4283","3663","1053","24","0","106496","443","77","3","0","3","22","49"
"6818","4269","3335","784","26","0","59956","463","94","1","0","0","14","45"
"113350","4266","1770","1909","44","10","6620","8","10","180","57","1","13","33"
"29118","4265","2715","472","671","87","709","14","2","127","45","3","13","38"
"2599","4260","3615","524","493","61","118877","334","31","11","1","4","28","49"
"236734","4257","576","1654","615","37","37292","249","208","94","17","1","14","33"
"30506","4253","2684","676","1254","8","25086","151","70","149","57","3","17","31"
"838","4250","3708","1255","40","49","3991","32","3","37","17","0","22","23"
"5931","4242","3387","789","189","15","27482","15","7","111","33","1","14","33"
"65802","4231","2259","402","172","29","0","0","0","111","27","0","11","23"
"8082","4207","3256","952","97","11","560209","406","115","7","1","10","39","70"
"83721","4197","2064","483","59","488","0","0","0","48","2","1","12","30"
"4877","4197","3469","576","1040","8","128153","254","39","25","4","4","26","43"
"9070","4180","3198","315","5","0","69005","333","88","7","1","0","19","40"
"204534","4173","901","361","101","14","53","0","1","172","47","0","4","15"
"129433","4171","1615","677","183","20","68121","216","79","50","6","4","14","29"
"52514","4157","2414","387","180","22","14656","48","6","22","4","2","15","25"
"101243","4148","1883","340","1079","42","2044","13","5","94","48","2","13","28"
"23172","4139","2855","131","24","0","52651","438","1","0","0","3","10","13"
"358","4133","3740","1049","197","1","28387","192","16","35","13","0","21","37"
"6004","4124","3382","757","769","98","0","0","0","56","29","1","17","29"
"1739","4119","3657","732","806","72","25661","203","20","55","14","0","20","49"
"9719","4119","3167","1366","1840","508","934","16","2","103","35","3","17","41"
"17215","4117","2964","761","8","1","74758","248","16","57","15","3","13","27"
"10447","4116","3134","783","454","47","8686","42","9","67","28","0","17","36"
"111969","4108","1784","788","876","79","0","0","0","85","34","1","12","24"
"107","4105","3750","718","848","11","8641","46","5","93","37","0","23","31"
"4976","4103","3459","832","145","31","37100","136","8","47","19","1","18","29"
"3197","4089","3582","2123","31","2","0","0","0","62","15","0","19","23"
"56599","4086","2380","1619","450","44","5886","71","22","143","48","0","12","29"
"135334","4075","1554","563","49","15","17528","70","18","98","37","1","9","24"
"77741","4064","2126","264","75","74","3075","1","2","86","23","0","13","21"
"4066","4055","3524","1273","1091","969","2018","16","3","82","28","2","24","48"
"68743","4000","2230","3825","46","158","0","0","0","102","55","1","7","11"
"58877","3992","2342","614","145","45","11108","115","19","82","31","0","10","39"
"50207","3982","2435","367","1095","4","10036","59","17","120","29","1","11","35"
"63691","3982","2286","771","139","29","270541","363","123","4","2","7","33","69"
"24774","3978","2819","582","144","56","11556","67","14","81","33","2","16","39"
"1495","3975","3670","725","70","5","52816","229","17","40","3","1","26","32"
"142","3941","3749","941","44","2","0","0","0","45","13","0","18","20"
"126415","3919","1648","562","620","84","0","0","0","159","34","1","12","21"
"21006","3915","2914","1191","459","13","108117","148","37","89","24","2","21","39"
"137908","3899","1529","407","130","47","12099","145","48","55","30","0","9","33"
"4463","3894","3498","680","41","16","17186","163","5","26","11","2","21","29"
"730","3893","3718","848","121","16","21909","59","6","54","8","1","18","23"
"110669","3867","1797","1321","5815","523","123005","495","83","8","1","5","22","58"
"261877","3855","290","604","390","3","1892","86","31","119","34","1","2","23"
"217","3852","3742","470","35","0","114586","289","18","11","3","5","25","30"
"82798","3843","2076","1207","56","36","3428","18","5","121","41","4","16","32"
"17308","3840","2960","797","44","22","36032","119","14","49","24","2","16","33"
"176400","3831","1171","373","53","58","1053","15","2","94","37","1","8","21"
"2535","3829","3619","510","357","38","2057","11","6","138","24","0","13","26"
"44301","3826","2495","350","119","3","1320","4","4","98","32","2","13","23"
"71341","3824","2208","451","234","47","4564","27","8","118","61","1","13","28"
"10896","3813","3117","1002","140","36","33431","63","13","77","32","1","18","36"
"74685","3811","2165","899","597","188","20922","31","23","189","42","0","11","34"
"17556","3811","2953","565","282","44","0","0","0","62","24","1","18","26"
"62173","3805","2307","1139","814","53","149200","523","65","1","0","3","35","70"
"12262","3795","3067","1380","138","2","18525","102","84","233","28","0","12","33"
"995","3778","3695","911","550","11","295","4","1","85","40","0","15","23"
"20898","3777","2917","1481","1112","205","30522","38","3","64","37","2","21","42"
"24140","3764","2833","534","121","7","18636","32","5","39","10","2","21","26"
"57925","3762","2358","697","71","5","136819","378","87","15","3","4","24","53"
"21108","3760","2911","629","191","2","186279","303","80","25","7","6","23","52"
"825","3759","3709","434","321","4","67902","274","33","20","8","1","19","37"
"55751","3755","2395","1568","2443","177","3842","28","2","87","49","2","15","36"
"27898","3741","2743","221","49","0","28463","114","12","78","8","1","15","24"
"42337","3736","2525","708","216","1","47169","324","83","18","3","0","15","34"
"47594","3726","2445","237","72","26","3077","9","1","80","28","0","11","28"
"68181","3725","2239","604","1163","91","15287","72","21","91","28","1","16","39"
"68030","3722","2242","1033","322","458","9904","28","11","95","32","1","17","38"
"60251","3721","2321","644","159","38","4499","53","6","106","32","0","13","28"
"12951","3717","3042","1147","122","16","16298","89","10","104","30","0","13","29"
"62755","3716","2298","995","566","9","179568","261","126","57","21","3","23","48"
"12874","3707","3044","289","332","18","4057","47","7","46","21","0","18","26"
"871","3689","3705","331","193","6","103958","88","13","39","9","3","20","38"
"3018","3686","3592","928","156","63","17556","119","12","43","13","0","17","33"
"43331","3679","2509","970","10","2","190","0","1","162","36","1","8","25"
"42975","3672","2516","807","1621","7","42651","180","53","55","12","1","19","51"
"93451","3665","1965","350","416","48","11022","85","26","74","18","0","11","44"
"89784","3658","1997","255","246","374","276","9","2","95","30","1","13","29"
"2498","3656","3620","758","601","385","21476","37","3","65","22","1","24","42"
"179737","3649","1138","1088","366","1389","40331","166","24","121","30","4","14","35"
"24773","3642","2819","791","134","0","57013","93","21","69","19","2","17","33"
"94772","3638","1951","520","22","3","3107","7","7","182","24","0","10","19"
"1559","3636","3667","388","167","1","96888","303","49","24","8","0","25","46"
"2978","3619","3594","178","3","1","126683","346","3","0","0","3","12","9"
"775","3608","3712","455","143","4","66426","73","8","60","13","1","15","26"
"10635","3607","3128","235","647","94","39983","229","14","52","15","3","19","31"
"25572","3607","2800","906","266","23","36005","194","35","24","13","0","18","49"
"201862","3593","935","325","136","21","844","8","10","107","55","1","4","22"
"2578","3593","3616","716","38","6","236098","330","57","17","3","8","33","52"
"43847","3592","2502","900","142","73","40465","96","32","122","41","1","14","33"
"3253","3571","3578","1659","71","8","18983","83","21","167","10","1","15","25"
"41376","3568","2538","578","180","20","4567","39","12","138","44","0","10","37"
"66165","3563","2255","943","406","61","128004","295","99","14","2","3","27","56"
"853","3552","3707","662","147","7","123827","250","19","16","0","2","21","36"
"14473","3551","3024","921","710","80","52064","48","11","88","19","2","18","35"
"18685","3544","2951","1460","57","7","17139","72","10","99","21","0","14","18"
"1576","3542","3667","248","14","0","65441","257","54","14","5","1","15","32"
"14182","3537","3033","1904","231","51","60713","84","9","47","13","2","15","36"
"57","3519","3750","270","4","2","72581","334","5","1","0","4","20","14"
"131821","3515","1590","581","102","135","0","0","0","134","34","0","10","21"
"59","3511","3750","1000","42","2","0","0","0","23","10","1","18","17"
"27043","3508","2766","470","176","4","41209","262","53","10","4","0","13","37"
"26875","3495","2769","604","262","44","1738","12","3","77","22","0","12","32"
"62872","3494","2296","227","86","14","0","0","0","25","0","1","9","16"
"6848","3485","3332","1504","257","10","46186","256","25","14","5","2","19","40"
"8609","3480","3224","763","151","14","13958","144","20","54","18","1","12","28"
"27753","3476","2747","395","107","6","161991","324","73","3","2","4","28","52"
"46211","3455","2466","464","226","3","107970","259","18","29","12","3","15","32"
"23742","3443","2841","1447","213","9","295964","278","92","10","2","6","39","72"
"57218","3439","2370","600","92","1","109159","310","135","2","1","0","19","49"
"162611","3429","1305","262","310","34","0","0","0","67","27","2","7","18"
"47033","3426","2453","697","116","43","12622","74","43","141","25","0","12","28"
"72047","3419","2199","567","40","14","9379","95","14","65","31","1","15","29"
"23107","3404","2857","1860","224","65","311","4","1","96","37","0","9","22"
"92233","3399","1979","169","137","2","58","0","1","94","27","1","11","15"
"32287","3396","2651","589","118","13","95453","323","19","5","0","3","15","29"
"429","3393","3737","1052","662","7","18557","209","7","26","13","1","22","41"
"171","3391","3745","161","109","3","63846","321","17","6","0","4","25","27"
"1864","3390","3649","1213","8","0","8983","176","8","15","9","0","18","24"
"7896","3380","3266","604","1584","427","96389","290","41","14","9","3","31","50"
"179105","3378","1146","333","9","1","719","9","5","220","50","0","6","16"
